Name,Description,Primary database model,Secondary database models,DB-Engines Ranking Trend Chart,Website,Technical documentation,Developer,Initial release,Current release,License,License_info,Cloud-based only,DBaaS offerings (sponsored links),Implementation language,Server operating systems,Data scheme,Typing,XML support,Secondary indexes,SQL,APIs and other access methods,Supported programming languages,Server-side scripts,Triggers,Partitioning methods,Replication methods,MapReduce,Consistency concepts,Foreign keys,Transaction concepts,Concurrency,Durability,In-memory capabilities,User concepts
Brytlyt,"Scalable GPU-accelerated,RDBMS,for very fast analytic and streaming workloads, leveraging,PostgreSQL",Relational DBMS,,"Score,0.25,Rank,#291,Overall,#130,Relational DBMS",brytlyt.io,docs.brytlyt.io,Brytlyt,2016.0,"5.0, August 2023",commercial,,no,,"C, C++ and CUDA","Linux,OS X,Windows",yes,yes,yes,yes,yes,"ADO.NET,JDBC,native C library,ODBC,streaming API for large objects",".Net,C,C++,Delphi,Java,Perl,Python,Tcl",user defined functions,yes,,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,,fine grained access rights according to SQL-standard
Manticore Search,"Multi-storage database for search, including full-text search.",Search engine,Time Series DBMS,"Score,0.25,Rank,#292,Overall,#21,Search engines",manticoresearch.com,manual.manticoresearch.com,Manticore Software,2017.0,"6.0, February 2023",Open Source,GPL version 2,no,,C++,"FreeBSD,Linux,macOS,Windows",Fixed schema,"Int, Bigint, Float, Timestamp, Bit, Int array, Bigint array, JSON, Boolean",Can index from XML,yes,SQL-like query language,"Binary API,RESTful HTTP/JSON API,RESTful HTTP/SQL API,SQL over MySQL","Elixir,Go,Java,JavaScript (Node.js),Perl,PHP,Python",user defined functions,no,Sharding,Synchronous replication based on Galera library,no,,no,yes,yes,yes,,no
Raima Database Manager,"RDBMS with a small footprint, either embedded into an application or used as a database server","Relational DBMS,Time Series DBMS",,"Score,0.25,Rank,#293,Overall,#131,Relational DBMS,#24,Time Series DBMS",raima.com,docs.raima.com,Raima Inc.,1984.0,"15, June 2021",commercial,,no,,C,"Android,HP-UX,Integrity RTOS,iOS,Linux,OS X,QNX,Solaris,VxWorks,Windows",yes,yes,no,yes,yes,"ADO.NET,JDBC,ODBC,RESTful HTTP API",".Net,C,C++,Objective-C,PL/SQL",yes,yes,horizontal partitioning,Source-replica replication,no,Immediate Consistency or Eventual Consistency depending on configuration,yes,ACID,"yes, multi-version concurrency control (MVCC)",yes,yes,no
4store,,RDF store,,"Score,0.24,Rank,#294,Overall,#11,RDF stores",github.com/4store/4store,,,2009.0,,Open Source,GPLv3,no,,,,,,,,,,,,,,,,,,,,,,
FeatureBase,"Real-time database platform that powers real-time analytics and machine learning applications by simultaneously executing low-latency, high-throughput, and highly concurrent workloads.",Relational DBMS,,"Score,0.24,Rank,#295,Overall,#132,Relational DBMS",www.featurebase.com,docs.featurebase.com,Molecula and Pilosa Open Source Contributors,2017.0,"2022, May 2022",commercial,,no,,Go,"Linux,macOS",yes,yes,no,no,SQL queries,"gRPC,JDBC,Kafka Connector,ODBC","Java,Python",,no,Sharding,yes,,,yes,yes,yes,"yes, using Linux fsync",yes,
RDFox,High performance knowledge graph and semantic reasoning engine,"Graph DBMS,RDF store",Relational DBMS,"Score,0.24,Rank,#296,Overall,#24,Graph DBMS,#12,RDF stores",www.oxfordsemantic.tech,docs.oxfordsemantic.tech,Oxford Semantic Technologies,2017.0,"6.0, Septermber 2022",commercial,,no,,C++,"Linux,macOS,Windows",yes,yes,,,no,"RESTful HTTP API,SPARQL 1.1","C,Java",,,,replication via a shared file system,,"Immediate Consistency in stand-alone mode, Eventual Consistency in replicated setups",,ACID,,yes,yes,"Roles, resources, and access types"
MyScale,"Built on,Clickhouse,, MyScale integrates vector search and SQL analytics and is used for large scale AI applications","Relational DBMS,Vector DBMS",,"Score,0.23,Rank,#297,Overall,#133,Relational DBMS,#19,Vector DBMS",myscale.com,docs.myscale.com/en,,2022.0,,commercial,,yes,,,,,,,,,,,,,,,,,,,,,,
LeanXcale,A highly scalable full ACID SQL database with fast NoSQL data ingestion and GIS capabilities,"Key-value store,Relational DBMS",,"Score,0.23,Rank,#298,Overall,#42,Key-value stores,#134,Relational DBMS",www.leanxcale.com,,LeanXcale,2015.0,,commercial,,no,,,,yes,,,,yes,"JDBC,Kafka Connector,ODBC,proprietary key/value interface,Spark Connector","C,Java,Scala",,,,,no,Immediate Consistency,yes,ACID,yes,yes,yes,
YTsaurus,YTsaurus is an open source platform for distributed storage and processing.,"Document store,Key-value store",,"Score,0.23,Rank,#299,Overall,#45,Document stores,#43,Key-value stores",ytsaurus.tech,ytsaurus.tech/­docs/­en,Yandex,2023.0,,Open Source,"Apache License, Version 2.0",no,,C++,Ubuntu,,yes,no,,"YQL, an SQL-based language, is supported",,"C++,Go,Java,JavaScript,Python",,,Sharding,yes,yes,,,ACID,yes,yes,,Access Control Lists
RedStore,RedStore is a lightweight RDF triplestore,RDF store,,"Score,0.23,Rank,#300,Overall,#13,RDF stores",www.aelius.com/njh/redstore,,,2009.0,,Open Source,GPLv3,no,,C,,,,,,,,,,,,,,,,,,,,
Faircom DB,Native high-speed multi-model DBMS for relational and key-value store data simultaneously accessible through SQL and NoSQL APIs.,"Key-value store,Relational DBMS",,"Score,0.22,Rank,#301,Overall,#44,Key-value stores,#135,Relational DBMS",www.faircom.com/products/faircom-db,docs.faircom.com/docs/en/UUID-7446ae34-a1a7-c843-c894-d5322e395184.html,FairCom Corporation,1979.0,"V13, July 2024",commercial,"Restricted, free version available",no,,"ANSI C, C++","AIX,FreeBSD,HP-UX,Linux,NetBSD,OS X,QNX,SCO,Solaris,VxWorks,Windows","schema free, schema optional, schema required, partial schema,","yes, ANSI SQL Types, JSON, typed binary structures",no,yes,"yes, ANSI SQL with proprietary extensions","ADO.NET,Direct SQL,JDBC,JPA,ODBC,RESTful HTTP/JSON API,RESTful MQTT/JSON API,RPC",".Net,C,C#,C++,Java,JavaScript (Node.js and browser),PHP,Python,Visual Basic",yes,yes,"File partitioning, horizontal partitioning, sharding","yes, configurable to be parallel or serial, synchronous or asynchronous, uni-directional or bi-directional, ACID-consistent or eventually consistent (with custom conflict resolution).",no,"Eventual Consistency,Immediate Consistency,Tunable consistency per server, database, table, and transaction",yes,tunable from ACID to Eventually Consistent,yes,"Yes, tunable from durable to delayed durability to in-memory",yes,Fine grained access rights according to SQL-standard with additional protections for files
AnzoGraph DB,"Scalable graph database built for online analytics and data harmonization with MPP scaling, high-performance analytical algorithms and reasoning, and virtualization","Graph DBMS,RDF store",,"Score,0.22,Rank,#302,Overall,#25,Graph DBMS,#14,RDF stores",cambridgesemantics.com/anzograph,docs.cambridgesemantics.com/anzograph/userdoc/home.htm,Cambridge Semantics,2018.0,"2.3, January 2021",commercial,free trial version available,no,,,Linux,Schema-free and OWL/RDFS-schema support,,no,no,SPARQL and SPARQL* as primary query language. Cypher preview.,"Apache Mule,gRPC,JDBC,Kafka,OData access for BI tools,OpenCypher,RESTful HTTP API,SPARQL","C++,Java,Python",user defined functions and aggregates,no,Automatic sharding,Multi-source replication in MPP-Cluster,Kerberos/HDFS data loading,Immediate Consistency in MPP-Cluster,no,ACID,yes,yes,yes,Access rights for users and roles
Mimer SQL,,Relational DBMS,,"Score,0.22,Rank,#303,Overall,#136,Relational DBMS",www.mimer.com,,,1977.0,"11.0.8D, May 2024",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Actian FastObjects,,Object oriented DBMS,,"Score,0.22,Rank,#304,Overall,#15,Object oriented DBMS",esd.actian.com/product/Versant_FastObjects,,Actian,,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Redland,A set of free software C libraries that provide support for the Resource Description Framework (RDF),RDF store,,"Score,0.20,Rank,#305,Overall,#15,RDF stores",librdf.org,,,2000.0,,Open Source,"Multi License (LGPL, GPLv2, Apache V2)",no,,,,,,,,,,,,,,,,,,,,,,
XTDB,A general purpose database with bitemporal SQL and Datalog and graph queries,Document store,,"Score,0.20,Rank,#306,Overall,#46,Document stores","github.com/xtdb/xtdb,www.xtdb.com",www.xtdb.com/docs,Juxt Ltd.,2019.0,"1.19, September 2021",Open Source,MIT License,no,,Clojure,"All OS with a Java 8 (and higher) VM,Linux",schema-free,"yes, extensible-data-notation format",no,yes,"limited SQL, making use of Apache Calcite","HTTP REST,JDBC","Clojure,Java",no,no,none,"yes, each node contains all data",no,,no,ACID,yes,"yes, flexibel persistency by using storage technologies like Apache Kafka,,RocksDB,or,LMDB",,
Immudb,An open source immutable (append-only) database with cryptographic verification which makes it tamper-resistant and fully auditable.,Key-value store,Relational DBMS,"Score,0.20,Rank,#307,Overall,#45,Key-value stores","github.com/codenotary/immudb,immudb.io",docs.immudb.io,Codenotary,2020.0,"1.2.3, April 2022",Open Source,Apache Version 2.0,no,,Go,"BSD,Linux,macOS,Solaris,Windows,z/OS",schema-free,,no,yes,SQL-like syntax,"gRPC protocol,PostgreSQL wire protocol",".Net,Go,Java,JavaScript (Node.js),Python",no,no,Sharding,,no,Immediate Consistency,no,ACID,yes,yes,no,
FalkorDB,"A low latency Graph Database built for real-time graph query, knowledge retrieval and GraphRAG.",Graph DBMS,,"Score,0.20,Rank,#308,Overall,#26,Graph DBMS",www.falkordb.com,,FalkorDB Ltd,2023.0,,Open Source (SSPLv1),,no (FalkorDB is available as Falkor Cloud),,C and Rust,Linux,schema-free and schema-optional,yes,no,yes,no,"Bolt protocol,Cypher query language",".Net,C,C++,Elixir,Go,Java,JavaScript / TypeScript,Python,Ruby,Rust",,,Sharding,no,,,yes,Atomic execution of command blocks,yes,yes,yes,"Access Control Lists,Password based authentication"
PipelineDB,"A RDBMS that runs SQL queries continuously on streams, incrementally storing results in tables. Built upon,PostgreSQL,.",Relational DBMS,,"Score,0.19,Rank,#309,Overall,#137,Relational DBMS",github.com/pipelinedb/pipelinedb,,,2015.0,,Open Source,"BSD, GPL V3",no,,,,,,,,,,,,,,,,,,,,,,
PieCloudDB,A cloud-native analytic database platform with new technologoy for elastic MPP,Relational DBMS,,"Score,0.19,Rank,#310,Overall,#138,Relational DBMS",www.openpie.com,,OpenPie,,"2.1, January 2023",commercial,,yes,,,hosted,yes,yes,,yes,yes,"CLI Client,JDBC,ODBC","Java,PL/SQL,Python,R",user defined functions,no,yes,yes,,Immediate Consistency,no,ACID,yes,yes,,User Roles and pluggable authentication with full SQL Standard
Axibase,Scalable TimeSeries DBMS based on HBase with integrated rule engine and visualization,Time Series DBMS,,"Score,0.18,Rank,#311,Overall,#25,Time Series DBMS",axibase.com/docs/atsd/finance,,Axibase Corporation,2013.0,15585,commercial,"Community Edition (single node) is free, Enterprise Edition (distributed) is paid",no,,Java,Linux,yes,yes,no,no,SQL-like query language,"JDBC,Proprietary protocol (Network API),RESTful HTTP API","Go,Java,PHP,Python,R,Ruby",yes,yes,Sharding,Source-replica replication,yes,,no,no,yes,yes,,
YottaDB,"A fast and solid embedded,Key-value store",Key-value store,Relational DBMS,"Score,0.18,Rank,#312,Overall,#46,Key-value stores",yottadb.com,yottadb.com/resources/documentation,"YottaDB, LLC",2001.0,,Open Source,AGPL 3.0,no,,C,"Docker,Linux",schema-free,no,no,no,by using the Octo plugin,"PostgreSQL wire protocol,Proprietary protocol","C,Go,JavaScript (Node.js),Lua,M,Perl,Python,Rust",,,,yes,no,,,optimistic locking,,yes,yes,Users and groups based on OS-security mechanisms
IBM Db2 Event Store,Distributed Event Store optimized for Internet of Things use cases,"Event Store,Time Series DBMS",,"Score,0.18,Rank,#313,Overall,#2,Event Stores,#26,Time Series DBMS",www.ibm.com/products/db2-event-store,www.ibm.com/docs/en/db2-event-store,IBM,2017.0,2.0,commercial,free developer edition available,no,,C and C++,Linux,yes,yes,no,no,yes,"ADO.NET,DB2 Connect,JDBC,ODBC,RESTful HTTP API","C,C#,C++,Cobol,Delphi,Fortran,Go,Java,JavaScript (Node.js),Perl,PHP,Python,R,Ruby,Scala,Visual Basic",yes,no,Sharding,Active-active shard replication,no,Eventual Consistency,no,no,No - written data is immutable,Yes - Synchronous writes to local disk combined with replication and asynchronous writes in parquet format to permanent shared storage,yes,fine grained access rights according to SQL-standard
Warp 10,"TimeSeries DBMS specialized on timestamped geo data based on,LevelDB,or HBase",Time Series DBMS,,"Score,0.18,Rank,#314,Overall,#27,Time Series DBMS",www.warp10.io,www.warp10.io/content/02_Getting_started,SenX,2015.0,,Open Source,Apache License 2.0,no,,Java,"Linux,OS X,Windows",schema-free,yes,no,no,no,"HTTP API,Jupyter,WebSocket",,yes,no,Sharding,selectable replication factor,no,Immediate Consistency,no,no,yes,yes,yes,"Mandatory use of cryptographic tokens, containing fine-grained authorizations"
TransLattice,,Relational DBMS,,"Score,0.18,Rank,#315,Overall,#139,Relational DBMS",www.translattice.com,,,2007.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Tajo,SQL on Hadoop,Relational DBMS,,"Score,0.17,Rank,#316,Overall,#140,Relational DBMS",tajo.apache.org,,Apache Software Foundation,2012.0,,Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
Apache HugeGraph,"A fast-speed and highly-scalable,Graph DBMS",Graph DBMS,,"Score,0.17,Rank,#317,Overall,#27,Graph DBMS","github.com/hugegraph,hugegraph.apache.org",hugegraph.apache.org/docs,Baidu,2018.0,0.9,Open Source,Apache Version 2.0,no,,Java,"Linux,macOS,Unix",yes,yes,no,yes,no,"Java API,RESTful HTTP API,TinkerPop Gremlin","Groovy,Java,Python",asynchronous Gremlin script jobs,no,yes,yes,via hugegraph-spark,Eventual Consistency,yes,ACID,yes,yes,yes,"Users, roles and permissions"
Lovefield,"Embeddable,relational database,for web apps written in pure JavaScript",Relational DBMS,,"Score,0.16,Rank,#318,Overall,#141,Relational DBMS",google.github.io/lovefield,github.com/google/lovefield/blob/master/docs/spec_index.md,Google,2014.0,"2.1.12, February 2017",Open Source,Apache 2.0,no,,JavaScript,"server-less, requires a JavaScript environment (browser, Node.js)",yes,yes,no,yes,SQL-like query language,,JavaScript,no,Using read-only observers,none,none,no,,yes,ACID,yes,"yes, by using IndexedDB or the cloud service,Firebase Realtime Database",yes,no
chDB,An embedded SQL OLAP Engine powered by ClickHouse,Relational DBMS,Time Series DBMS,"Score,0.16,Rank,#319,Overall,#142,Relational DBMS",github.com/chdb-io/chdb,doc.chdb.io,,2023.0,,Open Source,Apache Version 2.0,no,,,server-less,,,,,Close to ANSI SQL (SQL/JSON + extensions),,"Bun,C,C++,Go,JavaScript (Node.js),Python,Rust",,,,,,,,,,,,
Badger,"An embeddable, persistent, simple and fast,Key-Value Store,, written purely in Go.",Key-value store,,"Score,0.15,Rank,#320,Overall,#47,Key-value stores",github.com/dgraph-io/badger,godoc.org/github.com/dgraph-io/badger,DGraph Labs,2017.0,,Open Source,Apache 2.0,no,,Go,"BSD,Linux,OS X,Solaris,Windows",schema-free,no,no,no,no,,Go,no,no,none,none,no,none,no,no,yes,yes,no,no
Riak TS,"Riak TS is a distributed NoSQL database optimized for time series data and based on,Riak KV",Time Series DBMS,,"Score,0.15,Rank,#321,Overall,#28,Time Series DBMS",,www.tiot.jp/riak-docs/riak/ts/latest,"Open Source, formerly Basho Technologies",2015.0,"3.0.0, September 2022",Open Source,,no,,Erlang,"Linux,OS X",schema-free,no,no,restricted,"yes, limited","HTTP API,Native Erlang Interface","C,C#,C++,Clojure,Dart,Erlang,Go,Groovy,Haskell,Java,JavaScript,Lisp,Perl,PHP,Python,Ruby,Scala,Smalltalk",Erlang,yes,Sharding,selectable replication factor,yes,Eventual Consistency,no,no,yes,yes,,no
Tibco ComputeDB,Distributed in-memory data store for real-time operational analytics based on Apache Spark,Relational DBMS,,"Score,0.15,Rank,#322,Overall,#143,Relational DBMS",edelivery.tibco.com/storefront/eval/tibco-computedb-enterprise-edition/prod12074.html,docs.tibco.com/products/tibco-computedb-enterprise-edition,Tibco,2015.0,,Open Source,Apache 2.0,no,,,,,,,,,,,,,,,,,,,,,,
Quasardb,"Distributed, high-performance timeseries database",Time Series DBMS,,"Score,0.15,Rank,#323,Overall,#29,Time Series DBMS",quasar.ai,doc.quasar.ai/­master,quasardb,2009.0,"3.14.1, January 2024",commercial,"Free community edition, Non-profit organizations and non-commercial usage are eligible for free licenses",no,,C++,"BSD,Linux,OS X,Windows",schema-free,yes,no,yes,SQL-like query language,HTTP API,".Net,C,C#,C++,Go,Java,JavaScript (Node.js),PHP,Python,R",no,no,Sharding,Source-replica replication with selectable replication factor,with Hadoop integration,Immediate Consistency,no,ACID,yes,yes,yes,Cryptographically strong user authentication and audit trail
BigObject,Analytic DBMS for real-time computations and queries,Relational DBMS,,"Score,0.15,Rank,#324,Overall,#144,Relational DBMS",bigobject.io,docs.bigobject.io,"BigObject, Inc.",2015.0,,commercial,free community edition available,no,,,"Linux,OS X,Windows",yes,yes,no,yes,SQL-like DML and DDL statements,"fluentd,ODBC,RESTful HTTP API",,Lua,no,none,none,no,none,yes,no,yes,yes,yes,no
Actian PSQL,RDBMS used for embedded databases,Relational DBMS,,"Score,0.15,Rank,#325,Overall,#145,Relational DBMS",www.actian.com/data-management/psql-embedded-database,,,1982.0,"v15 SP2 (15.20), August 2021",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
NEventStore,A persistence agnostic Event Store for .NET,Event Store,,"Score,0.15,Rank,#326,Overall,#3,Event Stores",neventstore.org,,,2011.0,,Open Source,MIT-License,no,,,,,,,,,,,,,,,,,,,,,,
GreptimeDB,"An open-source, cloud-native database purpose-built for real-time observability. Built in Rust and optimized for cloud-native environments, it provides unified storage and processing for metrics, logs, and traces—delivering sub-second insights from edge to cloud—at any scale.","Time Series DBMS,Time Series, Observability",,"Score,0.15,Rank,#327,Overall,#30,Time Series DBMS,#1,Time Series, Observability",greptime.com,docs.greptime.com,Greptime Inc.,2022.0,,Open Source,Apache Version 2.0,no,,Rust,"Android,Docker,FreeBSD,Linux,macOS,Windows","schema-free, schema definition possible",yes,no,yes,yes,"gRPC,HTTP API,JDBC","C++,Erlang,Go,Java,JavaScript",Python,,Sharding,,no,Immediate Consistency,,,yes,yes,,Simple rights management via user accounts
XtremeData,,Relational DBMS,,"Score,0.15,Rank,#328,Overall,#146,Relational DBMS",www.xtremedata.com,,,,,commercial,limited edition free,no,,,,,,,,,,,,,,,,,,,,,,
Ultipa,"High performance,Graph DBMS,supporting HTAP high availability cluster deployment",Graph DBMS,,"Score,0.14,Rank,#329,Overall,#28,Graph DBMS",www.ultipa.com,www.ultipa.com/document,Ultipa,2019.0,,commercial,,no,,,,,,,,,RESTful HTTP API,"C++,Go,Java,JavaScript (Node.js),Python",,,,,,,,,,,,
Alibaba Cloud Table Store,"A fully managed,Wide Column Store,for large quantities of semi-structured data with real-time access",Wide column store,,"Score,0.14,Rank,#330,Overall,#12,Wide column stores",www.alibabacloud.com/product/table-store,www.alibabacloud.com/help/en/tablestore,Alibaba,2016.0,,commercial,,yes,,,hosted,schema-free,yes,no,no,no,HTTP API,"Java,Python",no,no,Sharding,yes,no,Immediate Consistency,no,Atomic single-row operations,yes,yes,no,Access rights based on subaccounts and tokens
EsgynDB,"Enterprise-class SQL-on-Hadoop solution, powered by,Apache Trafodion",Relational DBMS,,"Score,0.14,Rank,#331,Overall,#147,Relational DBMS",www.esgyn.cn,,Esgyn,2015.0,,commercial,,no,,"C++, Java",Linux,yes,yes,no,yes,yes,"ADO.NET,JDBC,ODBC",All languages supporting JDBC/ODBC/ADO.Net,Java Stored Procedures,no,Sharding,Multi-source replication between multi datacenters,yes,Immediate Consistency,yes,ACID,yes,yes,no,fine grained access rights according to SQL-standard
ElevateDB,RDBMS designed to be included in a pre-packaged database application,Relational DBMS,,"Score,0.14,Rank,#332,Overall,#148,Relational DBMS",www.elevatesoft.com/­products?category=edb,,"Elevate Software, Inc.",2006.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
HyperGraphDB,,Graph DBMS,,"Score,0.14,Rank,#333,Overall,#29,Graph DBMS",hypergraphdb.org,,,2007.0,,Open Source,L-GPL,no,,,,,,,,,,,,,,,,,,,,,,
GraphBase,,Graph DBMS,,"Score,0.13,Rank,#334,Overall,#30,Graph DBMS",graphbase.ai,,,,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
FlockDB,,Graph DBMS,,"Score,0.13,Rank,#335,Overall,#31,Graph DBMS",github.com/twitter-archive/flockdb,,Twitter,2010.0,"1.8.5, February 2012",Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
Speedb,"An embeddable, high performance key-value store optimized for write-intensive workloads, which can be used as a drop-in replacement for,RocksDB",Key-value store,,"Score,0.12,Rank,#336,Overall,#48,Key-value stores",www.speedb.io,,Speedb,2020.0,,Open Source,Apache Version 2.0; commercial license available,no,,C++,"Linux,Windows",schema-free,no,no,no,no,,"C,C++,Go,Java,Perl,Python,Ruby",no,,horizontal partitioning,yes,no,,no,yes,yes,yes,yes,no
Mulgara,,RDF store,,"Score,0.12,Rank,#337,Overall,#16,RDF stores",www.mulgara.org,,,2006.0,"2.1.13, January 2012",Open Source,Apache Version 2,no,,Java,,,,,,,,,,,,,,,,,,,,
TerminusDB,"Scalable,Graph Database,platform making enterprise data available by exploiting inferred entities and relationships",Graph DBMS,"Document store,RDF store","Score,0.12,Rank,#338,Overall,#32,Graph DBMS",terminusdb.com,terminusdb.github.io/terminusdb/#,DataChemist Ltd.,2018.0,"11.0.0, January 2023",Open Source,GPL V3,no,,"Prolog, Rust",Linux,yes,yes,no,,SQL-like query language (WOQL),"OWL,RESTful HTTP API,WOQL (Web Object Query Language)","JavaScript,Python",yes,yes,Graph Partitioning,Journaling Streams,no,,yes,ACID,yes,yes,,Role-based access control
Kyoto Tycoon,,Key-value store,,"Score,0.11,Rank,#339,Overall,#49,Key-value stores",dbmx.net//kyototycoon,,,2009.0,,Open Source,GPL,no,,C++,,,,,,,,,,,,,,,,,,,,
ArcadeDB,"Fast and scalable multi-model DBMS, originally forked from,OrientDB,but most of the code has been rewritten","Document store,Graph DBMS,Key-value store,Time Series DBMS",,"Score,0.10,Rank,#340,Overall,#47,Document stores,#33,Graph DBMS,#50,Key-value stores,#31,Time Series DBMS",arcadedb.com,docs.arcadedb.com,Arcade Data,2021.0,September 2021,Open Source,Apache Version 2.0,no,,Java,All OS with a Java VM,schema-free,yes,no,yes,"SQL-like query language, no joins","JDBC,MongoDB API,OpenCypher,PostgreSQL wire protocol,Redis API,RESTful HTTP/JSON API,TinkerPop Gremlin",Java,,,,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,,
AgensGraph,"Multi-model database supporting relational and graph data models and built upon,PostgreSQL","Graph DBMS,Relational DBMS",,"Score,0.10,Rank,#341,Overall,#34,Graph DBMS,#149,Relational DBMS",bitnine.net/agensgraph,bitnine.net/documentation,Bitnine Global Inc.,2016.0,"2.1, December 2018",Open Source,Apache License 2.0,no,,C,"Linux,OS X,Windows",depending on used data model,yes,no,yes,yes,"Cypher Query Language,JDBC","C,Java,JavaScript,Python",yes,no,"no, but can be realized using table inheritance",Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,no,fine grained access rights according to SQL-standard
Sparksee,,Graph DBMS,,"Score,0.09,Rank,#342,Overall,#35,Graph DBMS",www.sparsity-technologies.com,,,2008.0,"v6.0, 2021",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Jade,,Object oriented DBMS,,"Score,0.08,Rank,#343,Overall,#16,Object oriented DBMS",www.jadeworld.com/developer-center,www.jadeworld.com/developer-center/resource-library,,1996.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Bangdb,"Converged and high performance database for device data, events, time series, document and graph","Document store,Graph DBMS,Time Series DBMS",Spatial DBMS,"Score,0.08,Rank,#344,Overall,#48,Document stores,#36,Graph DBMS,#32,Time Series DBMS",bangdb.com,docs.bangdb.com,"Sachin Sinha, BangDB",2012.0,"BangDB 2.0, October 2021",Open Source,BSD 3,no,,"C, C++",Linux,schema-free,"yes: string, long, double, int, geospatial, stream, events",no,yes,SQL like support with command line tool,"Proprietary protocol,RESTful HTTP API","C,C#,C++,Java,Python",no,"yes, Notifications (with Streaming only)",Sharding (enterprise version only). P2P based virtual network overlay with consistent hashing and chord algorithm,"selectable replication factor, Knob for CAP (enterprise version only)",no,"Tunable consistency, set CAP knob accordingly",no,ACID,"yes, optimistic concurrency control","yes, implements WAL (Write ahead log) as well","yes, run db with in-memory only mode",yes (enterprise version only)
EJDB,Embeddable document-store database library with JSON representation of queries (in MongoDB style),Document store,,"Score,0.08,Rank,#345,Overall,#49,Document stores",github.com/Softmotions/ejdb,github.com/Softmotions/ejdb/blob/master/README.md,Softmotions,2012.0,,Open Source,GPLv2,no,,C,server-less,schema-free,yes,,no,no,in-process shared library,"Actionscript,C,C#,C++,Go,Java,JavaScript (Node.js),Lua,Objective-C,Pike,Python,Ruby",no,no,none,none,no,,no,no,yes,yes,,no
SiteWhere,M2M integration platform for persisting/querying time series data,Time Series DBMS,,"Score,0.07,Rank,#346,Overall,#33,Time Series DBMS",github.com/sitewhere/sitewhere,sitewhere1.sitewhere.io/index.html,SiteWhere,2010.0,,Open Source,Common Public Attribution License Version 1.0,no,,Java,"Linux,OS X,Windows",predefined scheme,yes,no,no,no,HTTP REST,,,,Sharding,selectable replication factor,no,Immediate Consistency,no,no,yes,yes,no,Users with fine-grained authorization concept
ScaleOut StateServer,,Key-value store,,"Score,0.07,Rank,#347,Overall,#51,Key-value stores",www.scaleoutsoftware.com/products/stateserver,,,2005.0,,commercial,,no,,"C++, Java",,,,,,,,,,,,,,,,,,,,
Exorbyte,,Search engine,,"Score,0.07,Rank,#348,Overall,#22,Search engines",www.exorbyte.com,,,2000.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Tokyo Tyrant,,Key-value store,,"Score,0.07,Rank,#349,Overall,#52,Key-value stores",fallabs.com/tokyotyrant/,,,2007.0,,Open Source,GPL,no,,,,,,,,,,,,,,,,,,,,,,
CubicWeb,,RDF store,,"Score,0.06,Rank,#350,Overall,#17,RDF stores",www.cubicweb.org,,,2001.0,"3.30.0, March 2021",Open Source,L-GPL,no,,,,,,,,,,,,,,,,,,,,,,
Tigris,"A horizontally scalable, ACID transactional, document database available both as a fully managed cloud service and for deployment on self-managed infrastructure","Document store,Key-value store,Search engine,Time Series DBMS",,"Score,0.06,Rank,#351,Overall,#50,Document stores,#53,Key-value stores,#23,Search engines,#34,Time Series DBMS",www.tigrisdata.com,www.tigrisdata.com/docs,"Tigris Data, Inc.",2022.0,,Open Source,Apache Version 2.0,no,,,"Linux,macOS,Windows",yes,yes,no,yes,no,"CLI Client,gRPC,RESTful HTTP API","Go,Java,JavaScript (Node.js)",no,no,Sharding,yes,,Immediate Consistency,,ACID,yes,"yes, using,FoundationDB",,Access rights for users and roles
Blueflood,Scalable TimeSeries DBMS based on Cassandra,Time Series DBMS,,"Score,0.06,Rank,#352,Overall,#35,Time Series DBMS",blueflood.io,github.com/rax-maas/blueflood/wiki,Rackspace,2013.0,,Open Source,Apache 2.0,no,,Java,"Linux,OS X",predefined scheme,yes,no,no,no,HTTP REST,,no,no,Sharding,selectable replication factor,no,"Eventual Consistency,Immediate Consistency",no,no,yes,yes,no,no
Elliptics,Distributed Key-value Store,Key-value store,,"Score,0.06,Rank,#352,Overall,#54,Key-value stores",github.com/reverbrain/elliptics,,,2009.0,,Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
SenseiDB,,Document store,,"Score,0.05,Rank,#354,Overall,#51,Document stores",senseidb.github.io/­sensei,senseidb.github.io/­sensei/­overview.html,,2010.0,,Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
BrightstarDB,,RDF store,,"Score,0.04,Rank,#355,Overall,#18,RDF stores",brightstardb.com,,,2012.0,,Open Source,,no,,C#,,,,,,,,,,,,,,,,,,,,
